13	ENST00000398897.5_1	chr21	-	39751948	39956824	39755324	39795443	9	39751948,39762916,39763580,39764297,39774478,39775427,39795331,39947585,39956767,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39947671,39956824,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,0,-1,-1,
13	ENST00000398911.5_1	chr21	-	39751948	39956869	39755324	39947624	10	39751948,39762916,39763580,39764297,39774478,39775427,39795331,39817326,39947585,39956767,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39817544,39947671,39956869,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,-1,
13	ENST00000398910.5_1	chr21	-	39751948	40033618	39755324	39947624	11	39751948,39762916,39763580,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39755845,39762964,39763637,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033618,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,-1,-1,
13	ENST00000417133.6_1	chr21	-	39751948	40033618	39755324	39947624	12	39751948,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033618,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
13	ENST00000442448.5_1	chr21	-	39751951	40033704	39755324	39947624	11	39751951,39762916,39763580,39764297,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,-1,-1,
13	ENST00000453032.6_1	chr21	-	39755047	39870400	39755324	39795443	9	39755047,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39870286,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39870400,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,0,-1,
13	ENST00000398919.6_1	chr21	-	39755212	40032591	39755324	39947624	12	39755212,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40032445,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40032591,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
13	ENST00000481609.5_1	chr21	-	39763580	39870380	39763580	39763580	8	39763580,39764297,39774478,39775427,39795331,39817326,39845949,39870286,	39763637,39764366,39774559,39775631,39795483,39817544,39846044,39870380,	0	ERG	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
13	ENST00000429727.6_1	chr21	-	39771929	40033704	39771929	39817466	9	39771929,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39771943,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,1,2,0,-1,-1,-1,
13	ENST00000468474.5_1	chr21	-	39771993	40033618	39771993	39771993	8	39771993,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033618,	0	ERG	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
13	ENST00000485493.1_1	chr21	-	39842697	40033618	39842697	39842697	5	39842697,39845949,39947585,39956767,40033581,	39844003,39846044,39947671,39956869,40033618,	0	ERG	none	none	-1,-1,-1,-1,-1,
888	ENST00000492833.5_1	chr21	-	39767291	39817544	39767291	39767291	6	39767291,39772495,39774478,39775427,39795331,39817326,	39767502,39772567,39774559,39775631,39795483,39817544,	0	ERG	none	none	-1,-1,-1,-1,-1,-1,
888	ENST00000473107.1_1	chr21	-	39775525	39821028	39775525	39775525	4	39775525,39795331,39817326,39820944,	39775631,39795483,39817544,39821028,	0	ERG	none	none	-1,-1,-1,-1,
