121	NM_001220768.2	chr7	+	50358643	50472799	50358657	50468325	5	50358643,50367233,50444230,50450237,50467615,	50358697,50367353,50444491,50450405,50472799,	0	IKZF1	cmpl	cmpl	0,1,1,1,1,
121	ENST00000645066.1_1	chr7	+	50343678	50467664	50358657	50467664	6	50343678,50358643,50367233,50450237,50459426,50467615,	50343710,50358697,50367353,50450405,50459561,50467664,	0	IKZF1	cmpl	incmpl	-1,0,1,1,1,1,
121	ENST00000644005.1_1	chr7	+	50344264	50472799	50358657	50468325	8	50344264,50358643,50367233,50444230,50450237,50455042,50459426,50467615,	50344518,50358697,50367353,50444491,50450405,50455168,50459561,50472799,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,1,
121	ENST00000331340.8_2	chr7	+	50344311	50472799	50358657	50468325	8	50344311,50358643,50367233,50444230,50450237,50455042,50459426,50467615,	50344518,50358697,50367353,50444491,50450405,50455168,50459561,50472799,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,1,
121	ENST00000612658.4_2	chr7	+	50344377	50468325	50358657	50468325	6	50344377,50358643,50367233,50435703,50450237,50467812,	50344518,50358697,50367353,50435763,50450311,50468325,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,0,
121	ENST00000359197.9_2	chr7	+	50344377	50470223	50358657	50468325	7	50344377,50358643,50367233,50444230,50450237,50459426,50467615,	50344518,50358697,50367353,50444491,50450405,50459561,50470223,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,
121	ENST00000343574.9_2	chr7	+	50344377	50472796	50358657	50468325	7	50344377,50358643,50367233,50450237,50455042,50459426,50467615,	50344518,50358697,50367353,50450405,50455168,50459561,50472796,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,
121	ENST00000346667.8_2	chr7	+	50344377	50472796	50358657	50468325	3	50344377,50358643,50467615,	50344518,50358697,50472796,	0	IKZF1	cmpl	cmpl	-1,0,1,
121	ENST00000349824.8_2	chr7	+	50344377	50472796	50358657	50468325	5	50344377,50358643,50367233,50444230,50467615,	50344518,50358697,50367353,50444491,50472796,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,
121	ENST00000357364.8_2	chr7	+	50344377	50472796	50358657	50468325	6	50344377,50358643,50367233,50444230,50450237,50467615,	50344518,50358697,50367353,50444491,50450405,50472796,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,
121	ENST00000440768.6_2	chr7	+	50344377	50472796	50358657	50468325	4	50344377,50358643,50459426,50467615,	50344518,50358697,50459561,50472796,	0	IKZF1	cmpl	cmpl	-1,0,1,1,
121	ENST00000615491.4_2	chr7	+	50344377	50472796	50358657	50468325	5	50344377,50358643,50455042,50459426,50467615,	50344518,50358697,50455168,50459561,50472796,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,
121	ENST00000439701.2_2	chr7	+	50348275	50470264	50358657	50468325	7	50348275,50358643,50367233,50444230,50450237,50459426,50467615,	50348502,50358697,50367353,50444491,50450405,50459561,50470264,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,
121	ENST00000438033.5_2	chr7	+	50348316	50468574	50358657	50468325	7	50348316,50358643,50367233,50450237,50455042,50459426,50467615,	50348502,50358697,50367353,50450405,50455168,50459561,50468574,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,1,1,
121	ENST00000471793.1_1	chr7	+	50366974	50468325	50366974	50366974	6	50366974,50444230,50450237,50455042,50459426,50467615,	50367353,50444491,50450405,50455168,50459561,50468325,	0	IKZF1	none	none	-1,-1,-1,-1,-1,-1,
121	ENST00000426121.1_1	chr7	+	50367244	50467707	50367244	50467707	2	50367244,50467615,	50367353,50467707,	0	IKZF1	incmpl	incmpl	0,1,
969	ENST00000642219.1_1	chr7	+	50343663	50435746	50358657	50435746	4	50343663,50358643,50367233,50435703,	50343955,50358697,50367353,50435746,	0	IKZF1	cmpl	incmpl	-1,0,1,1,
969	ENST00000484847.6_2	chr7	+	50343719	50367851	50343719	50343719	3	50343719,50358643,50367233,	50343955,50358697,50367851,	0	IKZF1	none	none	-1,-1,-1,
969	ENST00000646110.1_1	chr7	+	50344273	50437299	50358657	50437233	5	50344273,50358643,50367233,50435703,50437219,	50344518,50358697,50367353,50435763,50437299,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,
969	ENST00000413698.5_2	chr7	+	50344323	50437142	50358657	50436068	4	50344323,50358643,50367233,50435703,	50344518,50358697,50367353,50437142,	0	IKZF1	cmpl	cmpl	-1,0,1,1,
969	ENST00000492782.6_2	chr7	+	50348343	50437397	50358657	50437233	5	50348343,50358643,50367233,50435703,50437219,	50348502,50358697,50367353,50435763,50437397,	0	IKZF1	cmpl	cmpl	-1,0,1,1,1,
969	ENST00000462201.1_2	chr7	+	50348349	50445025	50348349	50348349	4	50348349,50358643,50367233,50444230,	50348502,50358697,50367353,50445025,	0	IKZF1	none	none	-1,-1,-1,-1,
969	ENST00000641948.1_2	chr7	+	50358001	50368544	50358001	50358001	3	50358001,50358643,50367233,	50358163,50358697,50368544,	0	IKZF1	none	none	-1,-1,-1,
969	ENST00000492119.1_1	chr7	+	50435362	50437402	50435362	50435362	2	50435362,50437219,	50435763,50437402,	0	IKZF1	none	none	-1,-1,
